"term","total","prob"
"copilot",47,8.66147400549981e-06
"coping",260,4.79145370517011e-05
"copious",148,2.7274428783276e-05
"coples",65,1.19786342629253e-05
"copley",43,7.92432728162748e-06
"copout",38,7.00289387678708e-06
"coppa",14,2.58001353355313e-06
"copped",53,9.76719409130829e-06
"copper",563,0.00010375340138503
"copperfield",23,4.23859366226586e-06
"copperhead",21,3.8700203003297e-06
"coppery",19,3.50144693839354e-06
"coppice",6,1.10572008580849e-06
"copping",19,3.50144693839354e-06
"coppola",34,6.26574715291475e-06
"copresenting",6,1.10572008580849e-06
"copresident",8,1.47429344774465e-06
"coproducer",25,4.60716702420203e-06
"coproduction",16,2.9485868954893e-06
"cops",1298,0.000239204111896569
"coptic",35,6.45003383388283e-06
"copy",4719,0.000869648847488374
"copycat",69,1.27157809867976e-05
"copying",273,5.03102639042861e-05
"copypaste",37,6.818607195819e-06
"copypasted",7,1.29000676677657e-06
"copyright",1339,0.00024675986581626
"copyrighted",108,1.99029615445527e-05
"copyrightprotected",6,1.10572008580849e-06
"copyrights",54,9.95148077227637e-06
"copywriter",41,7.55575391969132e-06
"copywriters",21,3.8700203003297e-06
"copywriting",33,6.08146047194667e-06
"coq",24,4.42288034323394e-06
"cor",169,3.11444490836057e-05
"cora",86,1.5848654563255e-05
"coral",426,7.85061260924025e-05
"coraline",50,9.21433404840405e-06
"corazon",26,4.79145370517011e-06
"corbeau",6,1.10572008580849e-06
"corbett",122,2.24829750781059e-05
"corbetts",4,7.37146723872324e-07
"corbin",64,1.17943475819572e-05
"corbitt",7,1.29000676677657e-06
"corbusier",11,2.02715349064889e-06
"corcoran",25,4.60716702420203e-06
"corcovado",8,1.47429344774465e-06
"cord",508,9.36176339317852e-05
"cordial",73,1.34529277106699e-05
"cordially",17,3.13287357645738e-06
"cording",11,2.02715349064889e-06
"cordless",119,2.19301150352016e-05
"cordon",42,7.7400406006594e-06
"cordoned",26,4.79145370517011e-06
"cordovas",4,7.37146723872324e-07
"cordray",29,5.34431374807435e-06
"cords",203,3.74101962365204e-05
"corduroy",89,1.64015146061592e-05
"cordy",20,3.68573361936162e-06
"core",2358,0.000434547993722735
"cored",25,4.60716702420203e-06
"coredinations",43,7.92432728162748e-06
"cores",72,1.32686410297018e-05
"corey",404,7.44518191111047e-05
"corgi",46,8.47718732453173e-06
"corgis",9,1.65858012871273e-06
"cori",20,3.68573361936162e-06
"coriander",291,5.36274241617116e-05
"corin",16,2.9485868954893e-06
"corina",22,4.05430698129778e-06
"corinne",67,1.23472076248614e-05
"corinth",22,4.05430698129778e-06
"corinthians",413,7.61103992398175e-05
"cork",258,4.75459636897649e-05
"corkage",14,2.58001353355313e-06
"corked",20,3.68573361936162e-06
"corks",35,6.45003383388283e-06
"corkscrew",20,3.68573361936162e-06
"corky",32,5.89717379097859e-06
"corleone",31,5.71288711001051e-06
"corliss",8,1.47429344774465e-06
"cormac",51,9.39862072937213e-06
"cormier",15,2.76430021452122e-06
"corn",2034,0.000374839109089077
"cornbread",219,4.03587831320097e-05
"corndog",17,3.13287357645738e-06
"corndogs",20,3.68573361936162e-06
"cornea",36,6.63432051485092e-06
"corneas",4,7.37146723872324e-07
"corned",114,2.10086816303612e-05
"cornel",23,4.23859366226586e-06
"cornelia",23,4.23859366226586e-06
"cornelius",194,3.57516161078077e-05
"cornell",198,3.648876283168e-05
"cornells",13,2.39572685258505e-06
"corner",4858,0.000895264696142937
"cornerback",88,1.62172279251911e-05
"cornerbacks",15,2.76430021452122e-06
"cornered",78,1.43743611155103e-05
"corners",922,0.000169912319852571
"cornerstone",118,2.17458283542336e-05
"cornerstones",24,4.42288034323394e-06
"cornfield",26,4.79145370517011e-06
"cornflakes",37,6.818607195819e-06
"cornichons",6,1.10572008580849e-06
"corning",24,4.42288034323394e-06
"cornish",99,1.824438141584e-05
"cornmeal",73,1.34529277106699e-05
"corns",18,3.31716025742546e-06
"cornsnakes",4,7.37146723872324e-07
"cornstarch",129,2.37729818448824e-05
"cornucopia",47,8.66147400549981e-06
"cornwall",93,1.71386613300315e-05
"cornwell",31,5.71288711001051e-06
"corny",256,4.71773903278287e-05
"cornyval",5,9.21433404840405e-07
"corolla",44,8.10861396259556e-06
"corollary",38,7.00289387678708e-06
"coron",3,5.52860042904243e-07
"corona",194,3.57516161078077e-05
"coronado",82,1.51115078393826e-05
"coronary",81,1.49272211584146e-05
"coronas",79,1.45586477964784e-05
"coronation",113,2.08243949493932e-05
"coronel",4,7.37146723872324e-07
"coroner",72,1.32686410297018e-05
"coroners",38,7.00289387678708e-06
"corp",630,0.000116100609009891
"corporal",58,1.06886274961487e-05
"corporate",2207,0.000406720704896555
"corporately",8,1.47429344774465e-06
"corporation",692,0.000127526383229912
"corporations",818,0.00015074650503189
"corporeal",18,3.31716025742546e-06
"corps",662,0.00012199778280087
"corpse",242,4.45973767942756e-05
"corpses",136,2.5062988611659e-05
"corpus",136,2.5062988611659e-05
"corr",12,2.21144017161697e-06
"corral",130,2.39572685258505e-05
"corralling",7,1.29000676677657e-06
"corrals",14,2.58001353355313e-06
"correct",3388,0.000624363275119858
"corrected",408,7.51889658349771e-05
"correcting",178,3.28030292123184e-05
"correction",673,0.000124024936291519
"correctional",64,1.17943475819572e-05
"corrections",240,4.42288034323394e-05
"corrective",50,9.21433404840405e-06
"correctly",1196,0.000220406870437825
"correctness",213,3.92530630462013e-05
"corrects",62,1.1425774220021e-05
"correia",18,3.31716025742546e-06
"correlate",53,9.76719409130829e-06
"correlated",82,1.51115078393826e-05
"correlates",48,8.84576068646789e-06
"correlation",236,4.34916567084671e-05
"correlations",30,5.52860042904243e-06
"correll",4,7.37146723872324e-07
"correspond",110,2.02715349064889e-05
"corresponded",28,5.16002706710627e-06
"correspondence",215,3.96216364081374e-05
"correspondent",208,3.83316296413608e-05
"correspondents",91,1.67700879680954e-05
"corresponding",223,4.10959298558821e-05
"corresponds",60,1.10572008580849e-05
"corriander",9,1.65858012871273e-06
"corridor",296,5.4548857566552e-05
"corridors",114,2.10086816303612e-05
"corrie",35,6.45003383388283e-06
"corroborate",18,3.31716025742546e-06
"corroborated",17,3.13287357645738e-06
"corrosion",30,5.52860042904243e-06
"corrosive",36,6.63432051485092e-06
"corrugated",87,1.6032941244223e-05
"corrupt",592,0.000109097715133104
"corrupted",142,2.61687086974675e-05
"corruptible",7,1.29000676677657e-06
"corrupting",38,7.00289387678708e-06
"corruption",964,0.00017765236045323
"corrupts",37,6.818607195819e-06
"corset",120,2.21144017161697e-05
"corsets",45,8.29290064356364e-06
"corsica",15,2.76430021452122e-06
"corso",35,6.45003383388283e-06
"cort",4,7.37146723872324e-07
"cortes",16,2.9485868954893e-06
"cortex",35,6.45003383388283e-06
"cortez",44,8.10861396259556e-06
"cortical",4,7.37146723872324e-07
"cortisol",20,3.68573361936162e-06
"cortland",28,5.16002706710627e-06
"cortney",11,2.02715349064889e-06
"corvallis",52,9.58290741034021e-06
"corvette",61,1.12414875390529e-05
"corwin",13,2.39572685258505e-06
"cory",248,4.57030968800841e-05
"corys",4,7.37146723872324e-07
"corzine",60,1.10572008580849e-05
"cos",700,0.000129000676677657
"cosatu",28,5.16002706710627e-06
"cosby",181,3.33558892552227e-05
"cosbys",16,2.9485868954893e-06
"cosentino",16,2.9485868954893e-06
"cosgrove",42,7.7400406006594e-06
"cosign",91,1.67700879680954e-05
"cosleep",13,2.39572685258505e-06
"cosmetic",194,3.57516161078077e-05
"cosmetics",259,4.7730250370733e-05
"cosmetology",23,4.23859366226586e-06
"cosmic",291,5.36274241617116e-05
"cosmo",147,2.70901421023079e-05
"cosmological",17,3.13287357645738e-06
"cosmology",31,5.71288711001051e-06
"cosmonauts",6,1.10572008580849e-06
"cosmopolis",4,7.37146723872324e-07
"cosmopolitan",78,1.43743611155103e-05
"cosmos",194,3.57516161078077e-05
"cosplay",76,1.40057877535742e-05
"cosponsor",35,6.45003383388283e-06
"cosponsored",37,6.818607195819e-06
"cosponsors",16,2.9485868954893e-06
"cost",6465,0.00119141339245864
"costa",402,7.40832457491686e-05
"costanza",24,4.42288034323394e-06
"costar",83,1.52957945203507e-05
"costarred",18,3.31716025742546e-06
"costars",44,8.10861396259556e-06
"costas",37,6.818607195819e-06
"costbenefit",31,5.71288711001051e-06
"costco",362,6.67117785104453e-05
"costcutting",21,3.8700203003297e-06
"costeffective",90,1.65858012871273e-05
"costello",121,2.22986883971378e-05
"costing",235,4.3307370027499e-05
"costlier",6,1.10572008580849e-06
"costly",363,6.68960651914134e-05
"costner",56,1.03200541342125e-05
"costs",3216,0.000592665965993348
"costume",1314,0.000242152698792058
"costumed",33,6.08146047194667e-06
"costumes",760,0.000140057877535742
"costuming",32,5.89717379097859e-06
"cosy",169,3.11444490836057e-05
"cot",68,1.25314943058295e-05
"cote",39,7.18718055775516e-06
"cotillard",22,4.05430698129778e-06
"cotillion",12,2.21144017161697e-06
"cotswolds",6,1.10572008580849e-06
"cotta",68,1.25314943058295e-05
"cottage",636,0.0001172063290957
"cottages",96,1.76915213729358e-05
"cotter",17,3.13287357645738e-06
"cotto",315,5.80503045049455e-05
"cotton",1179,0.000217273996861367
"cottons",20,3.68573361936162e-06
"cottonwood",46,8.47718732453173e-06
"cottony",4,7.37146723872324e-07
"cottrell",22,4.05430698129778e-06
"cou",4,7.37146723872324e-07
"couch",2250,0.000414645032178182
"couchecouche",6,1.10572008580849e-06
"couched",30,5.52860042904243e-06
"couches",158,2.91172955929568e-05
"couchsurfing",9,1.65858012871273e-06
"cougar",240,4.42288034323394e-05
"cougars",145,2.67215687403717e-05
"cough",1144,0.000210823963027485
"coughcough",13,2.39572685258505e-06
"coughed",76,1.40057877535742e-05
"coughing",383,7.0581798810775e-05
"coughlin",85,1.56643678822869e-05
"coughs",63,1.16100609009891e-05
"cougs",22,4.05430698129778e-06
"could",84530,0.0155777531422319
"coulda",217,3.99902097700736e-05
"couldent",6,1.10572008580849e-06
"couldnt",4768,0.00087867889485581
"couldshould",4,7.37146723872324e-07
"couldt",9,1.65858012871273e-06
"couldve",201,3.70416228745843e-05
"coulier",6,1.10572008580849e-06
"coulis",27,4.97574038613819e-06
"coulson",119,2.19301150352016e-05
"coulsons",15,2.76430021452122e-06
"coulter",55,1.01357674532445e-05
"council",3716,0.000684809306477389
"councillor",137,2.52472752926271e-05
"councillors",183,3.37244626171588e-05
"councilman",159,2.93015822739249e-05
"councilmember",60,1.10572008580849e-05
"councilmembers",15,2.76430021452122e-06
"councilmen",17,3.13287357645738e-06
"councilor",30,5.52860042904243e-06
"councilors",22,4.05430698129778e-06
"councils",321,5.9156024590754e-05
"councilwoman",43,7.92432728162748e-06
"counsel",593,0.000109282001814072
"counseled",18,3.31716025742546e-06
"counseling",357,6.57903451056049e-05
"counselled",13,2.39572685258505e-06
"counselling",70,1.29000676677657e-05
"counsellor",42,7.7400406006594e-06
"counselor",275,5.06788372662223e-05
"counselors",151,2.78272888261802e-05
"counsels",32,5.89717379097859e-06
"count",5025,0.000926040571864607
"countdown",822,0.000151483651755763
"countdowns",8,1.47429344774465e-06
"counted",671,0.000123656362929582
"countenance",60,1.10572008580849e-05
"counter",1652,0.00030444159695927
"counteract",91,1.67700879680954e-05
"counteracts",4,7.37146723872324e-07
"counterargument",11,2.02715349064889e-06
"counterattack",24,4.42288034323394e-06
"counterbalance",34,6.26574715291475e-06
"counterblast",4,7.37146723872324e-07
"counterclockwise",8,1.47429344774465e-06
"countercultural",25,4.60716702420203e-06
"counterculture",50,9.21433404840405e-06
"countered",99,1.824438141584e-05
"counterexample",6,1.10572008580849e-06
"counterfeit",108,1.99029615445527e-05
"counterfeiting",31,5.71288711001051e-06
"countering",36,6.63432051485092e-06
"counterintuitive",69,1.27157809867976e-05
"countermeasures",9,1.65858012871273e-06
"counterpart",159,2.93015822739249e-05
"counterparts",280,5.16002706710627e-05
"counterpoint",99,1.824438141584e-05
"counterproductive",95,1.75072346919677e-05
"counterreformation",6,1.10572008580849e-06
"counters",210,3.8700203003297e-05
"counterstrike",4,7.37146723872324e-07
"counterterrorism",71,1.30843543487338e-05
"countertop",47,8.66147400549981e-06
"countertops",77,1.41900744345422e-05
"countess",63,1.16100609009891e-05
"counties",414,7.62946859207855e-05
"counting",1785,0.000328951725528025
"countless",844,0.00015553795873706
"countries",3471,0.000639659069640209
"countrified",11,2.02715349064889e-06
"country",13666,0.00251846178210979
"countryfolk",6,1.10572008580849e-06
"countryman",22,4.05430698129778e-06
"countrymen",58,1.06886274961487e-05
"countrymusic",8,1.47429344774465e-06
"countrys",751,0.000138399297407029
"countryside",367,6.76332119152857e-05
"countrywestern",4,7.37146723872324e-07
"countrywide",36,6.63432051485092e-06
"counts",1351,0.000248971305987877
"county",6001,0.00110590437248945
"countys",243,4.47816634752437e-05
"coup",270,4.97574038613819e-05
"coupe",66,1.21629209438933e-05
"coupla",16,2.9485868954893e-06
"couple",16667,0.00307150611169501
"coupled",326,6.00774579955944e-05
"couples",1312,0.000241784125430122
"coupling",44,8.10861396259556e-06
"coupon",1111,0.000204742502555538
"couponer",17,3.13287357645738e-06
"couponing",76,1.40057877535742e-05
"coupons",661,0.000121813496119902
"coups",14,2.58001353355313e-06
"courage",1980,0.0003648876283168
"courageous",344,6.33946182530199e-05
"courageously",43,7.92432728162748e-06
"courgette",16,2.9485868954893e-06
"couric",25,4.60716702420203e-06
"courier",133,2.45101285687548e-05
"couriers",24,4.42288034323394e-06
"cours",11,2.02715349064889e-06
"course",23838,0.00439302590091712
"coursed",12,2.21144017161697e-06
"courses",1102,0.000203083922426825
"coursework",64,1.17943475819572e-05
"coursing",34,6.26574715291475e-06
"court",7202,0.00132723267633212
"courted",42,7.7400406006594e-06
"courteous",79,1.45586477964784e-05
"courtesies",9,1.65858012871273e-06
"courtesy",947,0.000174519486876773
"courthouse",246,4.53345235181479e-05
"courthouses",15,2.76430021452122e-06
"courtiers",11,2.02715349064889e-06
"courtney",448,8.25604330737003e-05
"courtroom",253,4.66245302849245e-05
"courtrooms",24,4.42288034323394e-06
"courts",1121,0.000206585369365219
"courtship",49,9.03004736743597e-06
"courtside",66,1.21629209438933e-05
"courtyard",255,4.69931036468607e-05
"courtyards",21,3.8700203003297e-06
"cous",41,7.55575391969132e-06
"couscous",136,2.5062988611659e-05
"couse",11,2.02715349064889e-06
"cousin",2453,0.000452055228414703
"cousins",1350,0.000248787019306909
"couture",247,4.5518810199116e-05
"cove",213,3.92530630462013e-05
"coven",34,6.26574715291475e-06
"covenant",392,7.22403789394878e-05
"covenants",48,8.84576068646789e-06
"covent",28,5.16002706710627e-06
"coventry",76,1.40057877535742e-05
"cover",9942,0.00183217818218466
"coverage",2191,0.000403772118001066
"coverages",21,3.8700203003297e-06
"coveralls",9,1.65858012871273e-06
"coverany",4,7.37146723872324e-07
"covered",4177,0.000769765466403674
"covering",1503,0.000276982881495026
"coverings",42,7.7400406006594e-06
"coverlet",7,1.29000676677657e-06
"covers",2139,0.000394189210590725
